Country,Year,CO2 Emissions (1000 t)
Afghanistan,2005,3222.2
Afghanistan,2013,9851
Albania,1990,3101.66
Albania,1991,5166.7
Albania,1992,3311.06
Albania,1993,3235.4700000000003
Albania,1994,3500.4900000000002
Albania,1995,3477.42
Albania,1996,3341.56
Albania,1997,3426.64
Albania,1998,4139.06
Albania,1999,4478.33
Albania,2000,3507.9
Albania,2001,4224.1
Albania,2002,4283.95
Albania,2003,4614.75
Albania,2004,4939.110000000001
Albania,2005,4953.33
Albania,2006,4944.38
Albania,2007,5395.06
Albania,2008,5530.3
Albania,2009,5942.57
Algeria,1994,63705
Algeria,2000,71593.26
Angola,2000,16317
Angola,2005,27809
Antigua and Barbuda,1990,288.14000000000004
Antigua and Barbuda,2000,371.88
Argentina,1990,100867.5
Argentina,1994,117595.97
Argentina,1997,125563.93
Argentina,2000,128323.87000000001
Argentina,2010,181939.49
Argentina,2012,188265.15
Armenia,1990,21615.960000000003
Armenia,2000,3199.57
Armenia,2006,4173.95
Armenia,2010,4456.99
Australia,1990,278424.66
Australia,1991,279872.66
Australia,1992,284912.44
Australia,1993,289235.19
Australia,1994,294014.96
Australia,1995,305410.17
Australia,1996,312361.59
Australia,1997,320795.09
Australia,1998,334684.52
Australia,1999,344063.77
Australia,2000,350195.02
Australia,2001,357669.18
Australia,2002,362209.55
Australia,2003,369726.02
Australia,2004,383205.12
Australia,2005,386513.45
Australia,2006,392680.64999999997
Australia,2007,399842.46
Australia,2008,404417.41000000003
Australia,2009,407463.33
Australia,2010,405502.8
Australia,2011,404172.76
Australia,2012,406506.24
Australia,2013,397943.18
Australia,2014,394116.89
Australia,2015,401554.76
Australia,2016,411031.53
Australia,2017,415097.43000000005
Australia,2018,415953.95
Austria,1990,62124.7
Austria,1991,65725.53
Austria,1992,60204.07
Austria,1993,60635.42
Austria,1994,61002.44
Austria,1995,64065.259999999995
Austria,1996,67421.59
Austria,1997,67232.78
Austria,1998,66875.15000000001
Austria,1999,65562.72
Austria,2000,66162.89
Austria,2001,70102.6
Austria,2002,71918.76
Austria,2003,77554.25
Austria,2004,77674.39
Austria,2005,79192.43
Austria,2006,76898.33
Austria,2007,74262.59
Austria,2008,73588.4
Austria,2009,67493.95
Austria,2010,72011.84
Austria,2011,69898.23999999999
Austria,2012,67209.1
Austria,2013,67745.69
Austria,2014,64084.43
Austria,2015,66283.23999999999
Austria,2016,67112.27
Austria,2017,69628.86
Austria,2018,66719.68000000001
Azerbaijan,1990,55893.729999999996
Azerbaijan,1991,51901.46
Azerbaijan,1992,44546.68
Azerbaijan,1993,39136.42
Azerbaijan,1994,34272.68
Azerbaijan,1995,36561.350000000006
Azerbaijan,1996,29965.84
Azerbaijan,1997,28935.02
Azerbaijan,1998,28567.01
Azerbaijan,1999,27869.25
Azerbaijan,2000,29010.24
Azerbaijan,2001,28243.149999999998
Azerbaijan,2002,28031.43
Azerbaijan,2003,30733.16
Azerbaijan,2004,33010.78999999999
Azerbaijan,2005,35472.53
Azerbaijan,2006,34310.57
Azerbaijan,2007,29284.629999999997
Azerbaijan,2008,32283.34
Azerbaijan,2009,26893.1
Azerbaijan,2010,26411.829999999998
Azerbaijan,2011,28083.87
Azerbaijan,2012,29847.75
Azerbaijan,2013,39228.89
Bahamas,1990,1894.2
Bahamas,1994,1866.2
Bahamas,2000,660.4399999999999
Bahrain,1994,16483
Bahrain,2000,18170
Bangladesh,1994,16459.73
Bangladesh,2001,33148.52
Bangladesh,2005,40862.340000000004
Barbados,1990,1564.22
Barbados,1994,1913.3799999999999
Barbados,1997,2198.32
Belarus,1990,103689.70999999999
Belarus,1991,96647.13
Belarus,1992,88662.01
Belarus,1993,76380.05
Belarus,1994,62367.89
Belarus,1995,57375.450000000004
Belarus,1996,58214.8
Belarus,1997,58720.59
Belarus,1998,57372.47
Belarus,1999,54984.5
Belarus,2000,54877.36
Belarus,2001,54967.87
Belarus,2002,55077.7
Belarus,2003,56484.950000000004
Belarus,2004,60076.47
Belarus,2005,61367.1
Belarus,2006,64157.159999999996
Belarus,2007,63569.93
Belarus,2008,65694.82
Belarus,2009,61402.7
Belarus,2010,63156.39
Belarus,2011,62106.74
Belarus,2012,63008.350000000006
Belarus,2013,63743.450000000004
Belarus,2014,63083.64
Belarus,2015,58633.06
Belarus,2016,60284.850000000006
Belarus,2017,60742.93
Belarus,2018,61871.68
Belgium,1990,120309.34
Belgium,1991,123382.08
Belgium,1992,122507.84
Belgium,1993,121444.2
Belgium,1994,124816.9
Belgium,1995,125956.47
Belgium,1996,129496.58
Belgium,1997,124001.76
Belgium,1998,130227.11
Belgium,1999,124718.9
Belgium,2000,126735.3
Belgium,2001,126084.68000000001
Belgium,2002,126878.58
Belgium,2003,128275.26
Belgium,2004,128805.29
Belgium,2005,125661.69
Belgium,2006,123905.76
Belgium,2007,120496.16
Belgium,2008,120202.86
Belgium,2009,107743.37000000001
Belgium,2010,114561.03
Belgium,2011,105046.06
Belgium,2012,102428.75
Belgium,2013,102674.4
Belgium,2014,96811.32
Belgium,2015,100981.34
Belgium,2016,99806.93999999999
Belgium,2017,99456.28
Belgium,2018,100207.84
Belize,1994,598.07
Belize,2003,3.9299999999999997
Belize,2006,4.71
Belize,2009,5.930000000000001
Benin,1995,802.3399999999999
Benin,2000,1416.3799999999999
Bhutan,1994,228.46
Bhutan,2000,498.07
Bolivia (Plurinational State of),1990,5386.1900000000005
Bolivia (Plurinational State of),1994,8146.25
Bolivia (Plurinational State of),1998,8930.9
Bolivia (Plurinational State of),2000,7782.84
Bolivia (Plurinational State of),2002,9073.28
Bolivia (Plurinational State of),2004,9786.04
Bosnia and Herzegovina,1990,26461.07
Bosnia and Herzegovina,1991,23850.3
Bosnia and Herzegovina,1992,5933.320000000001
Bosnia and Herzegovina,1993,2208.48
Bosnia and Herzegovina,1994,2426.14
Bosnia and Herzegovina,1995,2140.56
Bosnia and Herzegovina,1996,4429.620000000001
Bosnia and Herzegovina,1997,7022.49
Bosnia and Herzegovina,1998,10776.92
Bosnia and Herzegovina,1999,10968
Bosnia and Herzegovina,2000,11633.230000000001
Bosnia and Herzegovina,2001,12239.58
Bosnia and Herzegovina,2013,19418
Bosnia and Herzegovina,2014,21712
Botswana,1994,3014.5
Botswana,2000,3979
Botswana,2015,7435.22
Brazil,1990,213555
Brazil,1991,224675
Brazil,1992,226821
Brazil,1993,235656
Brazil,1994,245012
Brazil,1995,263283
Brazil,1996,282440
Brazil,1997,299443
Brazil,1998,310259
Brazil,1999,320522
Brazil,2000,331466
Brazil,2001,338212
Brazil,2002,337959
Brazil,2003,333001
Brazil,2004,349853
Brazil,2005,356897
Brazil,2006,361457
Brazil,2007,380822
Brazil,2008,402090
Brazil,2009,381380
Brazil,2010,429844
Brazil,2011,450956
Brazil,2012,482697
Brazil,2013,511858
Brazil,2014,532094
Brazil,2015,504747
Brunei Darussalam,2010,5882.59
Bulgaria,1990,76698.98
Bulgaria,1991,61232.6
Bulgaria,1992,57010.43
Bulgaria,1993,57675.64
Bulgaria,1994,56083.53
Bulgaria,1995,57716.37
Bulgaria,1996,58108.02
Bulgaria,1997,55861.27
Bulgaria,1998,53275.219999999994
Bulgaria,1999,46369.98
Bulgaria,2000,45305.03
Bulgaria,2001,49014.14
Bulgaria,2002,46258.57
Bulgaria,2003,50509.67
Bulgaria,2004,49570.729999999996
Bulgaria,2005,50656.43
Bulgaria,2006,51895.219999999994
Bulgaria,2007,55740.840000000004
Bulgaria,2008,54079.56
Bulgaria,2009,45773.77
Bulgaria,2010,47862.93
Bulgaria,2011,53178.04
Bulgaria,2012,48349.01
Bulgaria,2013,42649.51
Bulgaria,2014,45169.33
Bulgaria,2015,48194.28
Bulgaria,2016,45353.719999999994
Bulgaria,2017,47505.159999999996
Bulgaria,2018,43551.6
Burkina Faso,1994,902
Burkina Faso,2007,1604.34
Burundi,1998,143.18
Burundi,2005,140.69
Burundi,2010,172.97
Burundi,2015,158.62
Cabo Verde,1995,217.73
Cabo Verde,2000,284.95
Cambodia,1994,1321.93
Cambodia,2000,2052.58
Cameroon,1994,2769.52
Cameroon,2000,2991
Canada,1990,462117.35
Canada,1991,452494.72000000003
Canada,1992,467037.42000000004
Canada,1993,467406.41000000003
Canada,1994,482436.58
Canada,1995,494920.25
Canada,1996,510736.66
Canada,1997,524789.1699999999
Canada,1998,533639.7899999999
Canada,1999,549553.21
Canada,2000,572162.1
Canada,2001,564946.4
Canada,2002,570844.7799999999
Canada,2003,587178.15
Canada,2004,585703.1
Canada,2005,576434.4600000001
Canada,2006,570950.38
Canada,2007,594220.57
Canada,2008,575586.91
Canada,2009,542549.6
Canada,2010,555549.8500000001
Canada,2011,566740.99
Canada,2012,569737.01
Canada,2013,576327.01
Canada,2014,575942.1799999999
Canada,2015,575906.9400000001
Canada,2016,564032.53
Canada,2017,572834.39
Canada,2018,586504.63
Central African Republic,1994,212
Central African Republic,2003,180.46
Central African Republic,2004,193.34
Central African Republic,2005,207.36
Central African Republic,2006,214.70999999999998
Central African Republic,2007,232.20999999999998
Central African Republic,2008,235.91
Central African Republic,2009,232.95000000000002
Central African Republic,2010,252.59
Chad,1993,309.65000000000003
Chad,1998,334.6
Chad,1999,358.58
Chad,2000,304.98999999999995
Chad,2001,368.59
Chad,2002,452.77
Chad,2003,4054.6
Chile,1990,33289.7
Chile,1993,34963.9
Chile,1994,38485.8
Chile,2000,54750.5
Chile,2006,60056.659999999996
Chile,2010,69667
Chile,2013,80498.4
Chile,2016,87444
China,1994,3073470
China,2005,6381000
China,2010,8707376
China,2012,9893257
China,2014,10274851
Colombia,1990,49706.5
Colombia,1994,60917.3
Colombia,2000,63813.83
Colombia,2004,63907.28
Comoros,1994,70.52
Comoros,2000,82.42
Congo,1994,673.7
Congo,2000,1292.1499999999999
Cook Islands,1994,32.56
Costa Rica,1990,2749.3
Costa Rica,1996,4554.7
Costa Rica,2000,5104.67
Costa Rica,2005,5989.1
Côte d’Ivoire,1994,4345.7699999999995
Côte d’Ivoire,2000,60372.310000000005
Croatia,1990,23329.25
Croatia,1991,17182.3
Croatia,1992,16506.08
Croatia,1993,16959.780000000002
Croatia,1994,16214.220000000001
Croatia,1995,16926.34
Croatia,1996,17515.27
Croatia,1997,18575.88
Croatia,1998,19278.9
Croatia,1999,20115.460000000003
Croatia,2000,19694.45
Croatia,2001,20806.74
Croatia,2002,21912.74
Croatia,2003,23268.21
Croatia,2004,22916.829999999998
Croatia,2005,23330.1
Croatia,2006,23529.45
Croatia,2007,24843.809999999998
Croatia,2008,23628.58
Croatia,2009,21837.8
Croatia,2010,21050.86
Croatia,2011,20682.440000000002
Croatia,2012,19114.780000000002
Croatia,2013,18454.62
Croatia,2014,17704.99
Croatia,2015,17840.75
Croatia,2016,18105.04
Croatia,2017,18737.69
Croatia,2018,17718.649999999998
Cuba,1990,33899.58
Cuba,1992,21598.809999999998
Cuba,1994,22193.47
Cuba,1996,26382.129999999997
Cuba,1998,27973.77
Cuba,2000,26586.22
Cuba,2002,24892.95
Cyprus,1990,4656.89
Cyprus,1991,5146.610000000001
Cyprus,1992,5522.91
Cyprus,1993,5766.969999999999
Cyprus,1994,6011.110000000001
Cyprus,1995,5882.2699999999995
Cyprus,1996,6233.23
Cyprus,1997,6321.03
Cyprus,1998,6614.6500000000005
Cyprus,1999,6882.469999999999
Cyprus,2000,7145.88
Cyprus,2001,7021.41
Cyprus,2002,7210.78
Cyprus,2003,7605.55
Cyprus,2004,7840.94
Cyprus,2005,8031.3
Cyprus,2006,8223.17
Cyprus,2007,8538.92
Cyprus,2008,8707.25
Cyprus,2009,8453.8
Cyprus,2010,8089.01
Cyprus,2011,7759.469999999999
Cyprus,2012,7234.89
Cyprus,2013,6554.360000000001
Cyprus,2014,6934.59
Cyprus,2015,6960.13
Cyprus,2016,7368.23
Cyprus,2017,7515.6900000000005
Cyprus,2018,7332.76
Czechia,1990,164204.21000000002
Czechia,1991,148894.13
Czechia,1992,144619.02
Czechia,1993,138637.29
Czechia,1994,132376.14
Czechia,1995,131608.26
Czechia,1996,134962.55
Czechia,1997,130733.07
Czechia,1998,125317.67000000001
Czechia,1999,116623.43
Czechia,2000,127066.45
Czechia,2001,126957.56
Czechia,2002,123895.62000000001
Czechia,2003,127382.8
Czechia,2004,128113.81
Czechia,2005,125671.93999999999
Czechia,2006,126449.45
Czechia,2007,128264.33
Czechia,2008,122941.37000000001
Czechia,2009,115193.73999999999
Czechia,2010,117500.70999999999
Czechia,2011,115060.26
Czechia,2012,110955.16
Czechia,2013,106427.45999999999
Czechia,2014,104049.88
Czechia,2015,104815.38
Czechia,2016,106629.02
Czechia,2017,105641.73
Czechia,2018,104411.20999999999
Democratic People's Republic of Korea,1990,178713
Democratic People's Republic of Korea,1994,133349
Democratic People's Republic of Korea,2000,68740
Democratic People's Republic of Korea,2002,73779
Democratic Republic of the Congo,1994,1447.71
Democratic Republic of the Congo,1999,2488
Democratic Republic of the Congo,2000,2644.2
Democratic Republic of the Congo,2001,2793
Democratic Republic of the Congo,2002,2651
Democratic Republic of the Congo,2003,2645
Denmark,1990,54845.67
Denmark,1991,65428.350000000006
Denmark,1992,59595.59
Denmark,1993,61682.6
Denmark,1994,65699.57
Denmark,1995,62655.77
Denmark,1996,75987.01
Denmark,1997,66603.08
Denmark,1998,62395.89
Denmark,1999,59842.619999999995
Denmark,2000,55609.689999999995
Denmark,2001,57322.68
Denmark,2002,56895.54
Denmark,2003,62055.93
Denmark,2004,56499.810000000005
Denmark,2005,52932
Denmark,2006,60858.689999999995
Denmark,2007,56102.04
Denmark,2008,52640.37
Denmark,2009,50184.689999999995
Denmark,2010,50678.310000000005
Denmark,2011,45652.28
Denmark,2012,41218.24
Denmark,2013,43079.33
Denmark,2014,38866.729999999996
Denmark,2015,36493.99
Denmark,2016,38301.02
Denmark,2017,36213.25
Denmark,2018,36246.2
Djibouti,1994,274.15000000000003
Djibouti,2000,342.02
Dominica,1994,76.53
Dominica,2000,105.8
Dominica,2001,117.92
Dominica,2002,113.27
Dominica,2003,111.08
Dominica,2004,110.89
Dominica,2005,119.06
Dominica,2006,122
Dominica,2007,128.46
Dominica,2008,122.45
Dominica,2009,133.78
Dominica,2010,141.55
Dominica,2011,149.81
Dominica,2012,158.9
Dominica,2013,161.03
Dominica,2014,167.23999999999998
Dominica,2015,170.15
Dominica,2016,169.84
Dominica,2017,156.85000000000002
Dominican Republic,1990,8762.93
Dominican Republic,1994,15003.05
Dominican Republic,1998,16423.85
Dominican Republic,2000,18416.75
Dominican Republic,2010,12572.41
Ecuador,1990,14252.93
Ecuador,2010,37473.91
Ecuador,2012,41084.46
Egypt,1990,84235
Egypt,2000,128227.95
Egypt,2005,169249.7
El Salvador,1994,4514.6500000000005
El Salvador,2005,6062.2699999999995
Eritrea,1994,719.7900000000001
Eritrea,1995,752.02
Eritrea,1996,827.8399999999999
Eritrea,1997,732.25
Eritrea,1998,576.1
Eritrea,1999,615.25
Eritrea,2000,621
Estonia,1990,36907.24
Estonia,1991,33901.77
Estonia,1992,24370.460000000003
Estonia,1993,18910.36
Estonia,1994,19734.05
Estonia,1995,18048.829999999998
Estonia,1996,18759.52
Estonia,1997,18317.280000000002
Estonia,1998,16817.25
Estonia,1999,15653.349999999999
Estonia,2000,15244.19
Estonia,2001,15576.730000000001
Estonia,2002,15090.49
Estonia,2003,16937.23
Estonia,2004,17201.01
Estonia,2005,16921.62
Estonia,2006,16208.81
Estonia,2007,19838.56
Estonia,2008,17668.12
Estonia,2009,14339.01
Estonia,2010,18784.960000000003
Estonia,2011,18855.12
Estonia,2012,17684.980000000003
Estonia,2013,19551.95
Estonia,2014,18755.95
Estonia,2015,15813.4
Estonia,2016,17377.649999999998
Estonia,2017,18635.87
Estonia,2018,17710.95
Eswatini,1994,873.87
Ethiopia,1990,2307
Ethiopia,1991,1879
Ethiopia,1992,2073
Ethiopia,1993,2401
Ethiopia,1994,2359.14
Ethiopia,1995,2238.27
Ethiopia,1996,2457.3500000000004
Ethiopia,1997,2895.98
Ethiopia,1998,2995.4300000000003
Ethiopia,1999,3164.82
Ethiopia,2000,3437.9
Ethiopia,2001,4250.98
Ethiopia,2002,4464.75
Ethiopia,2003,5027.51
Ethiopia,2004,5289.29
Ethiopia,2005,6589.51
Ethiopia,2006,6352.01
Ethiopia,2007,9066.91
Ethiopia,2008,8339.15
Ethiopia,2009,9004.12
Ethiopia,2010,11134.349999999999
Ethiopia,2011,9522.03
Ethiopia,2012,9655.41
Ethiopia,2013,10143.08
Fiji,1994,821
Fiji,2004,1566.57
Finland,1990,56971.87
Finland,1991,55230.4
Finland,1992,54285.53
Finland,1993,56352.55
Finland,1994,61716.2
Finland,1995,58145.44
Finland,1996,64062.41
Finland,1997,62722.99
Finland,1998,59373.259999999995
Finland,1999,58894.77
Finland,2000,57038.25
Finland,2001,62536.21
Finland,2002,65059.78999999999
Finland,2003,72657.82
Finland,2004,68960.75
Finland,2005,57042.9
Finland,2006,68384.42
Finland,2007,66760.3
Finland,2008,58609.619999999995
Finland,2009,55924.37
Finland,2010,64099.450000000004
Finland,2011,56665.65
Finland,2012,51222.15
Finland,2013,51750.96
Finland,2014,47643.86
Finland,2015,44113.71
Finland,2016,47227.55
Finland,2017,44673.06
Finland,2018,45849.350000000006
France,1990,403307.24
France,1991,428927.11
France,1992,418231.02
France,1993,397655.36
France,1994,393368.86
France,1995,400239.12
France,1996,415941.02
France,1997,408989.96
France,1998,428344.36
France,1999,424600.51
France,2000,419232.28
France,2001,424005.85
France,2002,419347.5
France,2003,426145.7
France,2004,427117.58
France,2005,430528.28
France,2006,419737.02
France,2007,409033.41000000003
France,2008,401422.87
France,2009,385421.58
France,2010,393717.82
France,2011,367051.08
France,2012,368311.77
France,2013,370548.99000000005
France,2014,339492.92000000004
France,2015,344096.98000000004
France,2016,347095.62
France,2017,352178.98000000004
France,2018,338327.1
Gabon,1994,4407.74
Gabon,2000,5157.2699999999995
Gambia,1993,181.06
Gambia,2000,218.76999999999998
Georgia,1990,35520
Georgia,1991,28131.8
Georgia,1992,17119.4
Georgia,1993,9775.3
Georgia,1994,6525.8
Georgia,1995,4560.4
Georgia,1996,7491.1
Georgia,1997,8480
Georgia,2000,3705.2
Georgia,2001,3875
Georgia,2002,3681
Georgia,2003,3931
Georgia,2004,4844
Georgia,2005,5045
Georgia,2006,6233
Georgia,2007,7160
Georgia,2008,7062
Georgia,2009,6562
Georgia,2010,6634.73
Georgia,2011,9151.01
Georgia,2012,9786.39
Georgia,2013,9478.16
Germany,1990,1052348.54
Germany,1991,1014199.72
Germany,1992,965889.81
Germany,1993,956233.11
Germany,1994,939630.2799999999
Germany,1995,939176.7
Germany,1996,959124.13
Germany,1997,931230.07
Germany,1998,923275.91
Germany,1999,895642.93
Germany,2000,899780.2
Germany,2001,916366.14
Germany,2002,899821.05
Germany,2003,900866.41
Germany,2004,886965.97
Germany,2005,866388.55
Germany,2006,877997.39
Germany,2007,851383.3
Germany,2008,854706.3300000001
Germany,2009,790195.72
Germany,2010,832669.74
Germany,2011,809426.9500000001
Germany,2012,813893.12
Germany,2013,831316.2799999999
Germany,2014,792684.87
Germany,2015,795816.3600000001
Germany,2016,800510.2899999999
Germany,2017,786654.55
Germany,2018,755362.3400000001
Ghana,1990,2861.8
Ghana,1991,2377.12
Ghana,1992,2897.7
Ghana,1993,3123.8500000000004
Ghana,1994,3243.03
Ghana,1995,3556.74
Ghana,1996,3844.07
Ghana,1997,3977.84
Ghana,1998,4364.21
Ghana,1999,4925.45
Ghana,2000,6297.67
Ghana,2001,5585.01
Ghana,2002,5965.42
Ghana,2003,6410.85
Ghana,2004,5789.37
Ghana,2005,6431.14
Ghana,2006,7847.2
Greece,1990,83425.55
Greece,1991,83401.12000000001
Greece,1992,84982.70999999999
Greece,1993,84296.37000000001
Greece,1994,86442.18000000001
Greece,1995,86979.1
Greece,1996,89132.01
